501	0.2632
502	0.2658
503	0.2639
504	0.2656
505	0.2668
506	0.2662
507	0.2644
508	0.2672
509	0.2653
510	0.2669
511	0.2656
512	0.265
513	0.2685
514	0.2665
515	0.2679
516	0.2694
517	0.2684
518	0.2686
519	0.27
520	0.2697
521	0.2674
522	0.2677
523	0.2682
524	0.2677
525	0.2681
526	0.2687
527	0.2677
528	0.2677
529	0.2721
530	0.2713
531	0.2685
532	0.2682
533	0.269
534	0.2709
535	0.2698
536	0.2705
537	0.2704
538	0.2705
539	0.2721
540	0.2732
541	0.2736
542	0.2739
543	0.2733
544	0.2725
545	0.2743
546	0.2712
547	0.2739
548	0.2735
549	0.2719
550	0.2722
551	0.272
552	0.2724
553	0.2745
554	0.2738
555	0.2731
556	0.2743
557	0.2736
558	0.2747
559	0.2746
560	0.2731
561	0.2717
562	0.2736
563	0.2742
564	0.2761
565	0.2763
566	0.2749
567	0.2773
568	0.2751
569	0.2748
570	0.2759
571	0.2767
572	0.2759
573	0.2777
574	0.2779
575	0.2776
576	0.2765
577	0.2774
578	0.2769
579	0.2769
580	0.2769
581	0.2772
582	0.2745
583	0.2797
584	0.2755
585	0.2804
586	0.2773
587	0.2782
588	0.2784
589	0.2779
590	0.2793
591	0.278
592	0.2773
593	0.2797
594	0.2787
595	0.277
596	0.2768
597	0.2769
598	0.277
599	0.2782
600	0.2804
601	0.2807
602	0.2776
603	0.2801
604	0.2794
605	0.2782
606	0.2806
607	0.2824
608	0.2822
609	0.2766
610	0.2802
611	0.2793
612	0.2782
613	0.28
614	0.2765
615	0.2789
616	0.2808
617	0.2804
618	0.2797
619	0.2793
620	0.2795
621	0.2784
622	0.2784
623	0.2784
624	0.2782
625	0.2803
626	0.2793
627	0.2777
628	0.2781
629	0.2796
630	0.279
631	0.2799
632	0.2793
633	0.2793
634	0.2799
635	0.2803
636	0.2801
637	0.2795
638	0.2812
639	0.2777
640	0.2782
641	0.2816
642	0.2793
643	0.2777
644	0.2771
645	0.2797
646	0.2816
647	0.2784
648	0.2789
649	0.2811
650	0.2812
651	0.2806
652	0.2794
653	0.2803
654	0.2816
655	0.2794
656	0.2789
657	0.2798
658	0.2798
659	0.2804
660	0.2803
661	0.279
662	0.2797
663	0.2795
664	0.2799
665	0.2793
666	0.2791
667	0.28
668	0.279
669	0.2813
670	0.2805
671	0.2792
672	0.278
673	0.2792
674	0.2775
675	0.2778
676	0.2776
677	0.2778
678	0.2792
679	0.2788
680	0.2794
681	0.2792
682	0.2779
683	0.2805
684	0.2783
685	0.2806
686	0.2784
687	0.281
688	0.2805
689	0.2802
690	0.2785
691	0.2777
692	0.2791
693	0.279
694	0.2778
695	0.2828
696	0.2767
697	0.2811
698	0.2782
699	0.2781
700	0.2808
701	0.2787
702	0.279
703	0.2795
704	0.2801
705	0.2798
706	0.2809
707	0.2806
708	0.2777
709	0.2797
710	0.2785
711	0.2777
712	0.2793
713	0.2785
714	0.2807
715	0.278
716	0.2792
717	0.2783
718	0.2779
719	0.2774
720	0.2786
721	0.279
722	0.2779
723	0.2783
724	0.2796
725	0.2808
726	0.2798
727	0.2786
728	0.2808
729	0.2792
730	0.28
731	0.279
732	0.2807
733	0.2797
734	0.2793
735	0.2781
736	0.2794
737	0.281
738	0.2814
739	0.2803
740	0.2785
741	0.2771
742	0.2796
743	0.281
744	0.2806
745	0.278
746	0.2764
747	0.2814
748	0.2816
749	0.2755
750	0.2785
751	0.2774
752	0.2799
753	0.279
754	0.2792
755	0.2799
756	0.2799
757	0.2805
758	0.2776
759	0.2795
760	0.2772
761	0.2759
762	0.2805
763	0.2795
764	0.2795
765	0.279
766	0.2775
767	0.2816
768	0.2791
769	0.2789
770	0.2791
771	0.279
772	0.2796
773	0.2796
774	0.2796
775	0.2802
776	0.2785
777	0.2787
778	0.2796
779	0.2791
780	0.278
781	0.28
782	0.2793
783	0.2815
784	0.2802
785	0.2793
786	0.2794
787	0.2778
788	0.2782
789	0.2788
790	0.2796
791	0.2798
792	0.2777
793	0.2786
794	0.2788
795	0.2774
796	0.278
797	0.2788
798	0.2783
799	0.2793
800	0.2787
801	0.2795
802	0.28
803	0.2764
804	0.2802
805	0.277
806	0.2778
807	0.2787
808	0.2782
809	0.2789
810	0.2755
811	0.2797
812	0.2785
813	0.2769
814	0.2793
815	0.2776
816	0.2781
817	0.2793
818	0.2796
819	0.2771
820	0.2796
821	0.2809
822	0.2774
823	0.2799
824	0.2766
825	0.2765
826	0.2772
827	0.2779
828	0.279
829	0.2807
830	0.2804
831	0.2782
832	0.2808
833	0.2796
834	0.2794
835	0.2789
836	0.2768
837	0.2773
838	0.2793
839	0.28
840	0.2793
841	0.2793
842	0.2775
843	0.2772
844	0.2793
845	0.2789
846	0.2789
847	0.2796
848	0.279
849	0.2785
850	0.2787
851	0.2777
852	0.278
853	0.2807
854	0.2791
855	0.2799
856	0.2801
857	0.2793
858	0.2789
859	0.279
860	0.2785
861	0.2794
862	0.2773
863	0.2776
864	0.2787
865	0.2775
866	0.2782
867	0.2783
868	0.2781
869	0.2779
870	0.2776
871	0.2814
872	0.2825
